username,is_student,is_staff,is_teacher
61fb2ba125e10c72d71fff7000d1d29f906b80ca6bfee089c527546452d7955d,1,0,0
7c0fa257b3b149bc62a31e295393e31b0b7cd628061d770b63537616d418977c,1,0,0
92532bd78aa71dcfa964bd0f71196f9e3d3bfeaa1ee79d6debb356fcc5424b1b,1,0,0
31944aecba44b9592bedf034c8e23f557f408b8fa4876a492e689ea631f46974,1,0,0
d16277a79bc6d0964acd12a37ab8300b6a6a108d2d43fd6e424727e27de77773,1,0,0
b3de29553f42be222cde3c5b09dac7059ee2a41e5eca505605fa9f80e0bfb168,1,0,0
6c132f082a5fc7709d9cb96e3b67c84d8ca80e188eaa9fbead5946000b032ee8,1,0,0
860fa7a9b657d95b592a91efbbaa4c81459da9958726611883e1bb6797f10ad0,1,0,0
d27fa6fa4bed4ccf9a144de9a2f5dac9f34aaf7cb9407a97c39e9679b7cb2fc4,1,0,0
b342089ea8b8a4667ec87a040222cc2939b2d37041d1b82a47db053b9dadc82d,1,0,0
b2c1a78b9afd9c18539fd0df3e991545d7b93b37323a60f81f6226953e5632e9,1,0,0
bf00b5e2eb8c2fc15b184bcf47706a21a76add7d63c549ab7c802aca2b221b46,1,0,0
694b31ebef7c8a54401385a2572802b9f661fad66c078421309ce5d49b83b56e,1,0,0
87463297602b97e82a83f29fceee9836c38558bc9625928992686eba48d54328,1,0,0
1a78612457bd5d375512a841c1e73afd2c448eceb335b8e08066e44e9cf49572,1,0,0
a7a54a27a1685b9824ecfae1cc96c726618fd31802ad0ef7cfa18b4a748f4b18,1,0,0
4c75290821df4beb80f33d921291982358a55217ff3b29004357052bbf97e3f3,1,0,0
bd453143b70a3de9ea9a11196bbacca64ec65ce0c73276c55808c9880cdd75e9,1,0,0
33dca988e8f4930458d46c3fc633607d097f268736893f19cd4ed92e255b7a7c,1,0,0
fe0e481398fc7effcc4920a655996e014038e81d89935c6cbf78614170f2e717,1,0,0
1346aea030348014476a5de376f0cccb3750720b97ffc43e828f51a2d59cc956,1,0,0
454487289619fd2eb46c983e55f87dfcd199d9943df2a3f84ee5594679798429,1,0,0
29616ad25abd5bcd104192ac5b75e7927dc51ff8a5046e18f2c8d29047ca22d7,1,0,0
9f9f4f6de4e37108e753d3acab6f4efca32a84323119cfa2442ee6a855905a09,1,0,0
91b2890d08da32eb976b426ec6159952ef196ee217971fd3fee4b1c162b07a91,1,0,0
af6a293d46cb96af35af9feb6294cddae296ee9ff1d3fa387af9bc90f4fa27fe,1,0,0
8d05e421508a5189c13269f80c728594fb0bfa4a2bf98ad6adb0d99145417400,1,0,0
dd47f9e572dba491f94854db3458d112bf51c7dd291cebede4dfe7d8409e8467,1,0,0
8df097ffea64ad8d978a5aab25b434fdd614007ba7a3da3bf9b52d3a357ef096,1,0,0
dae2e51e476f5b9f9d7322503f2fb938452a8d8bfe3fc5bb14f6a0b280682c17,1,0,0
0e22d802c5d29346b15aef4177d70c998cfa41c7c6b9b2c6d20e791d384e8567,1,0,0
4460130db16fe1763cd41ede791fe06553e6f84296d6dc11a829f66c0a7ff2bc,1,0,0
c832c26a10b585686353068cba129a09384fcf6c90939c5e0f5b880a5b96002f,1,0,0
ac7a02ffa349019bbe37453bdaf2197484462358f29a702be754e19c94c03665,1,0,0
a977b6e2fc5bfb044bdc6bff9421a6ec529f7c340c4f2e883cf214c55158587b,1,0,0
b86f226c8279a340c623905dce48b04106c3f9a2b075801bbcb37258732b6826,1,0,0
ef6928a675bbe7cc8f306fc036ea176c39483b63d33e16ce68f80c0ab4e010ae,1,0,0
fbab84e8e20f7c48f5e4efa7dc2158472cda8a8ba1c5a6f7dc356d652fa95f0c,1,0,0
ba0b1f55d521af3db9a64e3385eb4cea615f89a13bed05cb7fecbe28884ecd17,1,0,0
30c2074ce470580cc73f126f0c8a8fc3971b14d38ba96a370adbc1ea1633bc8f,1,0,0
c289d3f0ab89f3654d7df120f996b3156514a52a1216d65ff748260509446442,1,0,0
428086940e4fa3861fd3d65526d69526ceac7cd804ca29810cf16773ac3a62c2,1,0,0
3dd2d2a42802977a0cc9d9263ec14eb666b0ed7a3b1b8660dde22f11d9cfe636,1,0,0
18c199254ef2da663d5aefc9a664a3e7ec2966e770391a4b85f1e06815fb40d7,1,0,0
28011444acda7de8f2c73334e7412d3d60761c423b0a103b3876b8c9c739d52d,1,0,0
dc3c6a8d94ac373f7909083d02509219e5968ff73872406caf6a83ae3636cf97,1,0,0
34f9ff74f848d73e13bf97392efba4fb0fc72892a71f9982a7658fbb5966cc3f,1,0,0
2f4b7f48d4b68cfcee00afa364c89342a46b95caecaaaaf45b177aefc7a974aa,1,0,0
d133999dda6a49cbb2755337f0e0e6378a84f3d4d3817fc78ff0bf94dd5a948d,1,0,0
caf57aa4c668840d624eed4dc624c4c8acc273523d5fee475eaad9ffa38498d4,1,0,0
9ff21cdeeeab6eea0b1eeb3b3759a6a9a9541e10e5623e82d05c32f673feb7f6,1,0,0
d5f977c682049156b0061e11075dba888bec2f70d52666daf3b6f58c40bcdd82,1,0,0
680cb63cdf261ea64b569d0dc8dbd62301799abd5aaee311314fec9e0ddc3ca0,1,0,0
b377a5005e955bee17de0398ccc2cbacc62c82beaf2e878d6ee4bae2db2d178f,1,0,0
c973b0cd442dad703def7b5a885311d03f71346d3736bc64054c0223ff5932a0,1,0,0
e1f97b0d55731eecb08e8f0bf2f26dadabdfb60fac6f64109908a6d9155a6cd8,1,0,0
4ac1cc1f17cd1f90ff96f646ab07ab5267622041ab6b89aebbd5df42bf83c677,1,0,0
28729f3bcf7af9c0781ac9309939d9224ebf08d84320c78483b9f669205c7486,1,0,0
6a1797ab75223c982d69533631f24f78881cb1e8349c8c72cac5add081c2f66c,1,0,0
dd96b1004f1697ad73a5e737a8d1de480d526d2d74fd67a248d7e6ad44628919,1,0,0
58c2e6a7ab15b63361644524cfb5373b45a0e4051a98693343dd00f6f27f204b,1,0,0
b2749b9845159b2437e027b4d4931cb7d9cb7904f11db78113fd3d0b10b272d4,1,0,0
1cd1712d975672771a1029ef3cbf453519f117620a7f16220e9bc0c5c442fc95,1,0,0
bf8024d0f1474dce19b3fae8e227d763d99de5324f859eee0d8f21be31c44785,1,0,0
0f6b7856840f4a38ed5b8cfd050cea69b18e54f44b94b6650819f2449f532b71,1,0,0
bccf60be91343e3058cd6bab93b421c8489dbd6f3ecd2834fefeda6f951955a7,1,0,0
b0a9af1cad84752cefc181b363a2012cb4ca0ab637fb9ad43782f08ad35ef775,1,0,0
ce98606ee0cd583b800cfd2fe65cd7c3bf3d5948fa67b0c7dd55325ebbd3d17d,1,0,0
93917ca5536c2b07f8d775ccfa11420e1fb94f5a9a8615f7761318470ec346be,1,0,0
c436993a81c9f5279d2d09b2bef730d8d604894ec0720ab8100229ba3bb544b7,1,0,0
fb1ee260c13e71ccd889f1d21d29a4cd83de0a162589b79b8e7ef47a92e5b0f6,1,0,0
c5e8eced233cef017a2853ca24fb4748b6ff52d259939b203e3d308d689f96d2,1,0,0
398312644f3a1d54ddca8f3cdc63a010e8776024242d19b85cdc0a32019225b9,1,0,0
0ceeddb820459f538f642a3a8249859f52919b6dfafe30e0bec6cab8331ab6c4,1,0,0
6f69916e1ceaccfe8a507a877b17809ad3796a0c2d88d2d9aa967d245a2885f3,1,0,0
8c43134afa7eaace8f48e2d0b4dc3e45a385a78775b3c2dec05c26bbe0cc7c60,1,0,0
e80e447a224b81b17e63aacce0896aefa866f59a0bbc972886b687ff53398cd3,1,0,0
426a3de352630afdb9c80689cb7362aa3ea6f1c41a62aa6f48e6c6cd09dd7971,1,0,0
fe2e159d8daa541c3cbdb4145f7e79bfbd7b93d27d0873bf2f77832d0b50625a,1,0,0
cbb85e4a2331eb605edec3815ccc6e7f95c044603b70f0944239278eb00581c5,1,0,0
ccbb51fff0bfdf674ca9b4eacde21ecfd5ea20db44c478d605ba1dcb8f0f9302,1,0,0
f50b9eed7a82d32225701698cf006f973716f1dde56ecf9f15ac316c379ff4d9,1,0,0
d62d3c30dfeb75e74bc8dc4511c2b55bd1531dfec692ed125f4036096831d345,1,0,0
dbede0d1c8095fd360da8ec608c06ad2d095f3ed381ddf4e0f80bfda6dd33e6a,1,0,0
5b708416ab48b959bfdaf48527732e5eb8ec0481996836cad75d65619daa572d,1,0,0
09cb6a9bebdbb85b9368cfc437f0def831649000127c2ba10c5c18633b758325,1,0,0
602d7ac73e3ed2e30b8dd84515fad86bb1dd0f79d6e7a58b4b4029c7400b2f5c,1,0,0
7983c4385a7a21b8378b3fc4f182fc42a8f1da33518bc1569b79d34fbeb1b4a4,1,0,0
a46e855ccf80dde0792213df4e9e94ef31cf60e390c5dea1aee8b69704a1da52,1,0,0
1b8d62855f9b56436a82f71334df2cd58b6c014a447d6b614152da40266db438,1,0,0
a4626f62d71b04394c788236f7983f7ca5919baa11f3a7eb4297c34101516546,1,0,0
d3355dd873ba48af81072ac6b81fe0a59be5109e9b6f8599611a78e4677bcd4c,1,0,0
da5c78bc2f5b47bebbdfef22ace3b59e84cdf8cf545d5b18e27ab2be380cbe6f,1,0,0
ba0ef7cc2d123fc42bfdb95c4b9016cb5c90015f261a51f0690f4c5dd23b2bc6,1,0,0
153902fd9f95650974fa2d93b3d6e5e87f83c06f8eb7a62e5d7a473c2dfd6457,1,0,0
052233e193df3ee2fcf1899ce1780ba34ed4cf2dd40e84fb1d937fc9a78fabe9,1,0,0
b849a3f7817de6199bfbda9811d1638d025ca010526623de49e6741fba318b6b,1,0,0
cee8fdc8242c90e5ed922a3917a0ae487ad89c0941377d97b6271b7041e99db5,1,0,0
5a590292ade02d134505948b4a3576dc4c734e5706fdd474ef7daaa2c1c9d4e8,1,0,0
c0c15829f73944f697b8420914064cce89e90421f582654fd31f60c022f3fb98,1,0,0
968b9f38ff03c4df864649828ae520d0c9b1c45aefa29b901e652e597062c1c3,1,0,0
8651a4e22e75dd5e771b68f07f8cc804595ff832ae3f88542b5c085fe382a886,1,0,0
4dc304f690cc2696d46b74c957425b6ad3b1ffd8a451bba96d7f63dd38cd74b6,1,0,0
964ad20fda2ac4408d87c21f24430da689a1a76cbd92ef73a91b730e370cab1c,1,0,0
f5bb3fd1d38fc7118d13edca89ce063ba419ddd36e6ad305fc7e62fb20a12eb6,1,0,0
56d7beea83328e8293b92805610391840b878ed1a11f58507e81da15842d1491,1,0,0
08d0a28d4f9bf7274cda694f49719d026a718ee926399e31a18417ce2cbce1cb,1,0,0
01f0b27ccaafc8504ec31f478e779b668f698ba643f6b578ea9709077294a571,1,0,0
53558bb50866d83f2d70b67e6a28483debc5741aeaff6cb525bb3d3a0ca86c14,1,0,0
72c4df4813e9ba0ab9a1774e75c1955e24c97a8da0fbd2c666d4a76f46f524a4,1,0,0
2ebd69f065834384ca5701138bc03b24a35f4fa326ddca326a3bfdb1ed8e43b2,1,0,0
89a128fcbafcde8eafc82aefdbc0bebb1beb083ae105f91b8182c407ceb0db29,1,0,0
93b9ee930add11bf28ac2bf027849a489f48db85669f001531b8bf405e8efb38,1,0,0
1a689fa57c8be805cadc0601c0430f9a8bc2f5bc922178bcd2209ad4cb922a6e,1,0,0
7147cb9aafc0a3401b65bf0de6de766d269b5db3156c4e052be0de15de4ecbd1,1,0,0
73fe0d6bcdc6a8dca4ea61486991a42a153856c957a61274da02be51628e6e3a,1,0,0
23addc79d0cdadec23c57e7edffcc49df7e23e302ad217e46aa3283d8d00c125,1,0,0
c0e0bf2641d8154a2c5a7561ab1f08d4c9f09ab4ccc24cdb071c8ef84af17a68,1,0,0
df8e3618c4e013b82da075966fd51ac79badc5ec67a8dcd3e976f113ec6eac92,1,0,0
7d260a331d16f3708d40717e03d56cc94cda74f9263e741c51880f4d27e9947d,1,0,0
1340fffdcc98b251f7c8309f9fb02f682090426a022f33058c2ff666b141003f,1,0,0
747f5d21e289aa58a13b33c78da105733f57c7986f17a4bb3d7f9ed6fb1d8eba,1,0,0
b65cf3eacb6736f99cd38457f0d1363252d97e1875366f66369766426f148e96,1,0,0
7f6023b993739cec3770bb804ec62a7c3d69c811204302924c1944f487a0d246,1,0,0
2d8bb9e68149312f8cf4bc6fe6fdea8f9b594c080b20a557ab1b6b843a3fa24a,1,0,0
4f6544474a15d100fc822fbf978ac5fb07aa5c207fc47293efd71615f6519b00,1,0,0
26a7b34a2bca96f8bc240c328b44b62fe9831feb270edbd2067bc08a2aeb8792,1,0,0
9d85b6c68e4a1b8228bfdf8c83f3052c7eea6c804e55a3c823aa0e6325b73f3b,1,0,0
1023f2d73ff5bec58192c01947da7ce05f3559899549b78323ba77bcae0bc35a,1,0,0
827a448c57f68f7e844a5b86b0c206d000aea4fef198e253d8880a24eb4209cb,1,0,0
b305e91eed71fca9171bc9bc0c01a8d53b80993ee7073d803b21c67f71084834,1,0,0
76674d62cf8efdba247f87e8e0480ddee0c01f3df789b5d93cf6119d3a3d3377,1,0,0
e06c5439f4c4d415f6a11d5277764cd6fb6fa134bc20ad00821f0de47a8224df,1,0,0
74d3f45b6d4fd0764998d79ee234d4a44ea78592cab6cd1962177fdf305d3d12,1,0,0
8d62c854f562360e06866c5d5104eed55c14ce35c25747eebf810c730423b395,1,0,0
2d9349f42ccb09f10cc95e4fc32401f255ca80e95fe18db587d54eb1e66bdac0,1,0,0
204de570b5a4b3e95e7287fe70d1b925ee1ff26fb38b013eebaa0ae92aa00e45,1,0,0
95e9d91ed95c1f80d2e0d375513924ccfadcc670c5776b83dd9aab99d6aa05bf,1,0,0
564a7ec6339454077f3a134902c50264ed7af6d743467ddb558918263760c80d,1,0,0
66a218705512e0114548122afc94a10f2d3bba6b5cf9bfefb06196556fd5fc83,1,0,0
a804455dd7a5c57757c68305e1b48a9f6aac91b066cad3fd57db747834cddb93,1,0,0
713ebca820de355988f9d8bc77a2acc029897078331c767fc0e46c880e60b2ff,1,0,0
9250d8c73a81f9943236b68d15c725e36114ca8898e93cd715f6c60683b0209a,1,0,0
71ad12640883c5c81ca364f58b5f37b82f00037bb444f58287ae60b1d2246b4a,1,0,0
73d867d0b56981fa56536a3a439091349d79b8abd25aace910f1cbe88639c572,1,0,0
9bbf09d79c6e3bdd3bdb56555c80a899c4ee28e2e8762ecfb37cf75ef2e8bc9a,1,0,0
32e53f6facf71cf77004799ea599e6b4bce97e0e7374a7701c9ed345a5b28466,1,0,0
ef734ed54f022a681a8dda4480e4003b51e69bd286096dc5b6051fad83e0416e,1,0,0
80dd0c41d0c6f5d18ea42cd5e7960d922a38c166285296a206292e8698ee3106,1,0,0
37436992ae6d8e2ee2634f55141c927084269ee20c77f4f975cb6be8b1ef2e1e,1,0,0
bb8b76f7f4d0af708d315c7a29a233d0aad373b8cfe28f15f74d0bea258bb20d,1,0,0
3e87178673105bac4356d67989e231be00192b669d54e70e8af88377d1356ef0,1,0,0
34782bed1a22c578253c2631eb880004614c1d53de24c8810c9a50823c807e09,1,0,0
3901e958a36f94f84db9a5a7e3128781fb46c7cd74f59e6d441142b20158a96e,1,0,0
573d6933ed2dad4f53fe67ed9d114b010e41a7866e3c81174727f30ba6bfe464,1,0,0
218f12b30c6fef4e3f6045c83a2dccfaa031493220cb74249226e0961e49692e,1,0,0
ba16409cecbc64678036906e74da0081392dd1f853a196c8653dd20faeb2bf8f,1,0,0
97837423c0fce0660094759b8d234fe8e857db6443a0c3109d1173651ae03cd5,1,0,0
10ce73d4d33428ea4cafac215b5c5220defcacc7bdcd54a8574f86de3addeb53,1,0,0
719fb4b23fa123898e1f0c2b7070124fae52b885b41accab70630504552b6404,1,0,0
2ab0736ffc5c3196542bd98333ddc6b3ee0a849af75ae9abf266e3021a77000f,1,0,0
afb7ebda1fbc8eb2d1d669941584e9f06b34ceae964a8bc88a8ce97cf51bb440,1,0,0
f04d3e7723713df65345615672f0eb88bb00c09545bfdf60cd2a762cd0da63fe,1,0,0
04573981515790eb95719916c3107f111a767eb82d9b43626414792c47d484e0,1,0,0
295e49878400c610c544bac837a6c69afb36c3cf4746874b5401fae22d4e5157,1,0,0
f8ebbe1ba5cb18f87b72a4a55bc67acbfa34019555a2eedb63a1f48b2485f212,1,0,0
d503626976d442c7308d48fc5e54ca458c66d5bc67af6ceb03e3d876649eb6c5,1,0,0
e69fdafd0bccd5d3022ca8dd14a1927ccb944ab4fca281a9007e006107197676,1,0,0
84b305cdf4b584b799e58fbb26e37fa57cbd6d2cf7eea8d2418c24b99efc4708,1,0,0
1b07cf86db148a3ff5ba45d89f665d5b07e177596214e0126b455a1ef1e832a7,1,0,0
a0dc38367a3759deba6301b5a5c6712efd93f386a45ffdeebc6d60e2efe0fe1b,1,0,0
add21752d476b978696a40e7535f1baf18aaa2eae5b161394660c165ef788d51,1,0,0
71a8bb30a18c0812a93ce1c737ef3131fdb9625e39c2e6739d12f18257fe495c,1,0,0
b211b9760b39d0c3834e878795d89b940a5cf32abd0ea35cc00f536ebc6b8351,1,0,0
0cd489b00415e2237a33a7636ef09ebd319951102b8ec833521fd984e9f3bf83,1,0,0
532680e699dc098b46b569aaaf2bf93228064fa9809d7105cb221ff086b77358,1,0,0
94a222bcf01444526c544d19d7e0421f3856c3ade3489ac8c3cd577a9cd18bb3,1,0,0
55f209c0200a5eb3845a7377de615dc8d9582dc0fcd1577d0749da5409dd2b26,1,0,0
79777f1a39670651aaf8203db1fc466282ca9fbbfd7e31cb33d47c7005128479,1,0,0
47cf3e692ae992df8b396367fc0233666427f7e95eee0c93d25934570a3afe07,1,0,0
78ce97ddad76fe20ae0ba90ec808f1b6df49ff80160b142bf9e6a456b3d4324f,1,0,0
930d7324466267ca4f234b61b1446b25d6e6042d8bc0a48ad3d4b9f24fdc80c5,1,0,0
4223480b82d42b1a01301c82d3e745af9f883ff186d59d07dc36ebb632a06096,1,0,0
e8cb9d380023bf309890427eacc0ea49882b2c547a3ccb8cd3bc8015a7a89344,1,0,0
bed6f9c46088857a24df7909de832a653a53506d189181ae94e264e45a9dbc65,1,0,0
810aaa1da87f97319ec362715f76acf99e648044eedd3134de4c4ae75635ed08,1,0,0
d33d31fca973463ef219be0b57a2ab8982b2e8f0fa3e1acc68907e5de674ccd5,1,0,0
d2d502645396148fe761f9218be8ad7a663e4c7a4767576304b801a81d27b208,1,0,0
8403608548ed683b6c7f29639d9f9a89e321d070348ec06415be66fbdc086962,1,0,0
fa82cc5ab94daa0aa3f5d6eba7adc48fe552d73104936b432e22ca16c64f3f19,1,0,0
94018ff7394704d1e8480a195c7059c20e13bfd46942bab8f02274eb1e7842f7,1,0,0
43f7ad28232b1a08e8c966960abc4c437e01d8f189a9b47e80992dd6ea00b62c,1,0,0
b9e741806556f7f73c27d8ebc6cd58140910df46ce0f52ea959618b03166dc3d,1,0,0
4cc62f9205d46092bc8871a071e8505a753c9febd1aeeb5e0d1a8be50900f91c,1,0,0
effc0dace3a5471dc7463a0cfa8a5623e94a71baf3fa69abe65e1379a1325fd8,1,0,0
c979e3742a4b16933a5d64522b7db9320a1ac60a6e817b38d60e28ff9a50b3a4,1,0,0
4bf4ab533a86d2ad0b018c4088f9649e91aee45451f6bef0e5210637ef66ebee,1,0,0
1a61fc03ed8576d08ec9ac83b10ed90c9f14b31af64f310b2a3b9d81fa212897,1,0,0
2d988ad82538b2abf102e4fa8b07974987e8eb68447912832a4a55dc545e6ca4,1,0,0
7e41dbc0cd8958853bdc5e29f00f491cb3b1b1d564999fafcf2c869a388cae89,1,0,0
361bc4eef2bbcc6af73e579452c19a5c66a12f27919a86ab7521e939f764e8c0,1,0,0
83ee865dae1e67830aa6d33b2cd2ea432456695aa59d4aa6faef7bc305a0d278,1,0,0
9eb15ce876332d38fb9385a1669b8e1073e87581c548ab1633dabb5fb4b1f0b7,1,0,0
e543eaf766375719f02d2f4b8553616d305e0747f587b2164f7b22042dd306f8,1,0,0
2e76e6de0f88cdf07e0ee83a141e14b20523482719290b425a1a7b088444c185,1,0,0
1fe957c5a86bd224568e909db5196f8980301d56628380f7c3743c93d4bc4b02,1,0,0
840c154fece8e6c5b42b45d17a1cdefa8acb4d532b0b6cddc31bc8b1273aa817,1,0,0
91df462049ac66a115890bb575b26d3a8ce5214181d71a26529ebc5b2fe195bb,1,0,0
64e25e8f1ca073c0516dca813b14ed27a0a9dd8a547e57e732dafa871807335e,1,0,0
